collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2023541632023,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024451443437,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020400971890,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019400912911,2019,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
2021471115845,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010087300,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019010183859,2019,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2023131273562,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2019301901909,2019,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020440395344,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022122200873,2022,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
201806M141539,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024461451047,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2020137CQ1397,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023531288251,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022471229247,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023122300578,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022401181260,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018320394547,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022041184184,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021320705692,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020410945375,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2019440131793,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022170M10782,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018030326019,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018121800257,2018,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2019551900453,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022122200439,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020501014968,2020,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2018521808417,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023031345878,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024122400738,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022201279209,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
20201378V1755,2020,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023161298182,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
201831C065418,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019200925397,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2023440434935,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022302200643,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018170H10518,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018170S10648,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021520104307,2021,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018331800544,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023440417526,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020332000805,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024461518474,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021552100920,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018200807474,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023221370595,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019521902119,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022221220950,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022061236200,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023302300672,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022501172242,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023122301068,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020549396920,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021061104032,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018430355935,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024052400515,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024340NN9022,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024430195485,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
202134WNC1951,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022170M30472,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018521802223,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019121901466,2019,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020501015261,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022052202307,2022,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018400325661,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024522401387,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022131139800,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020522101039,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021430334161,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020110919126,2020,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024221513960,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020302001089,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
202454C346624,2024,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2020040918316,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020141002788,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024131448257,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
20201371A2049,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023461368784,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024351438378,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022440231749,2022,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2024161415642,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018200276012,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023070232095,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020540803720,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019220914243,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021161086034,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021161097423,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019331900009,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018160270638,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021401110608,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020400989547,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020052002131,2020,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2019500903067,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024211426995,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024522403307,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023332300836,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019301901215,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024522402238,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2024161456808,2024,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018110264726,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023332300205,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018350803091,2018,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
201831C038918,2018,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018331800418,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018160290648,2018,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2019521905817,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2022471197369,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022111162967,2022,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2019070495472,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019070587177,2019,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019220834884,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018471802686,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024041477955,2024,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2024430346351,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
201804WD18085,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460882572,2019,0,0,1,1,Female only,Lower severity,Day,Weekend,Young passenger present
2019160864011,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019170S21869,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022421201705,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2020350989937,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021522105613,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2023161360306,2023,0,0,1,0,Unknown,Lower severity,Day,Weekend,No young passenger
2018370342478,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023332300435,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018471802744,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018471804942,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023041272196,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201960X103765,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018370355225,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021122101146,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010422310,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021461067891,2021,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020470986038,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023010441202,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023141283715,2023,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2020622000085,2020,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022451148449,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
201960X137414,2019,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2018010108658,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020010232537,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020030999493,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023302301077,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019420885367,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2023401298896,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022010377443,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024351495552,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018610035518,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010455400,2023,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2019440456962,2019,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
201963A041419,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019200925093,2019,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
202131D154821,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022041246038,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022221150939,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020010285379,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010479627,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020547445820,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018420282183,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022471211217,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022501171072,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202063D019320,2020,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018370328155,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2021010311489,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018010128838,2018,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018100318744,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020440459825,2020,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2022101257864,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
201804EG18249,2018,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020622000735,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019440400264,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022461236229,2022,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2021440454340,2021,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2022461163371,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023302300546,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019470885090,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021231054722,2021,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019410891690,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022471202056,2022,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018331800218,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019320639921,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2024421437197,2024,0,1,0,0,Unknown,Lower severity,Night,Weekday,No young passenger
2018460334471,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023320735760,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018460281922,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
